Gene_names	CTRL_4h_1	CTRL_4h_2	CTRL_4h_3	SWTX143_50mpk_4h_1	SWTX143_50mpk_4h_2	SWTX143_50mpk_4h_3
TBX1	2	4	7	7	3	5
GNB1L	22	31	18	21	16	16
C22orf29	91	141	85	117	94	99
TXNRD2	59	118	84	77	77	76
COMT	170	390	350	178	196	166
MIR4761	0	0	0	0	0	0
ARVCF	54	148	95	175	126	139
TANGO2	68	129	91	69	81	66
MIR185	0	0	0	0	0	0
DGCR8	197	321	279	228	185	175
MIR3618	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0
TRMT2A	76	141	102	103	101	103
MIR6816	0	0	0	0	0	0
RANBP1	353	543	376	344	247	303
ZDHHC8	173	410	322	216	195	160
CCDC188	4	8	10	2	3	5
LOC284865	0	1	0	0	0	0
LINC00896	0	0	1	0	0	1
RTN4R	23	86	52	34	32	20
MIR1286	0	0	0	0	0	0
DGCR6L	61	112	77	99	72	87
LOC101927859	0	0	0	0	0	0
FAM230A	0	0	0	0	0	0
TMEM191B	0	0	0	2	0	0
PI4KAP1	16	35	27	42	31	40
RIMBP3	0	2	3	3	3	5
LOC729461	0	0	0	0	0	0
ZNF74	33	57	27	51	41	26
SCARF2	411	758	715	363	388	343
KLHL22	98	152	95	116	86	101
MED15	463	639	590	387	403	319
POM121L4P	0	0	0	0	0	0
TMEM191A	4	7	8	5	4	15
PI4KA	254	403	337	294	266	257
SERPIND1	0	0	0	0	0	2
SNAP29	152	298	212	154	174	150
CRKL	213	425	285	207	172	143
LOC101928891	1	6	5	3	2	1
AIFM3	5	16	7	6	2	5
LZTR1	251	435	352	291	274	263
THAP7	59	111	111	91	96	106
THAP7-AS1	7	14	12	20	12	13
TUBA3FP	0	8	2	22	15	15
P2RX6	57	183	108	328	262	244
SLC7A4	16	37	41	74	66	55
MIR649	1	0	0	2	0	0
P2RX6P	0	2	1	2	1	1
LRRC74B	1	9	7	3	5	4
BCRP2	1	7	1	4	11	5
LOC102724728	1	2	0	0	0	0
FAM230B	0	1	0	0	1	0
POM121L8P	1	0	1	0	0	1
LOC100996335	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0
RIMBP3B	0	0	0	0	0	0
HIC2	20	27	19	30	24	28
TMEM191C	0	4	1	2	1	3
PI4KAP2	20	51	31	55	48	48
UBE2L3	747	769	759	593	610	602
YDJC	67	98	99	80	72	86
CCDC116	1	1	3	0	2	1
SDF2L1	30	39	27	10	10	21
MIR301B	0	1	0	0	0	0
MIR130B	0	0	0	0	0	1
PPIL2	146	281	194	194	164	151
YPEL1	20	46	46	42	30	26
MAPK1	688	781	747	541	514	561
PPM1F	195	388	276	162	175	157
TOP3B	47	108	74	82	67	65
PRAMENP	0	0	0	0	0	0
VPREB1	0	0	0	0	0	1
BMS1P20	58	97	96	69	54	52
ZNF280B	0	0	0	0	0	0
ZNF280A	0	0	0	0	0	0
PRAME	0	0	0	0	0	0
LL22NC03-63E9.3	0	0	0	0	0	0
POM121L1P	0	2	1	0	1	0
GGTLC2	0	0	0	0	0	0
MIR650	0	0	0	0	0	0
MIR5571	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0
RSPH14	1	3	3	1	2	2
GNAZ	66	162	147	48	40	40
RAB36	65	104	65	95	74	72
BCR	274	500	425	302	280	247
FBXW4P1	0	1	0	0	1	2
CES5AP1	6	23	16	15	11	11
ZDHHC8P1	89	299	207	133	152	120
LOC101929374	0	0	0	0	0	0
LOC388882	0	0	0	0	0	0
IGLL1	0	0	1	0	0	0
DRICH1	3	7	6	5	3	4
GUSBP11	52	78	67	81	62	64
RGL4	33	56	46	58	59	39
ZNF70	7	12	13	5	6	9
VPREB3	0	0	0	0	0	0
C22orf15	3	4	4	4	3	1
CHCHD10	0	1	0	0	0	0
MMP11	23	27	14	65	52	34
SMARCB1	214	330	274	206	213	178
DERL3	0	6	1	5	1	3
SLC2A11	25	55	46	55	51	30
MIF-AS1	816	1686	1511	1062	1065	1035
MIF	800	1628	1427	929	1139	972
GSTT2B	0	0	0	0	0	0
GSTT2	0	0	0	0	0	0
DDTL	46	62	51	44	41	35
DDT	40	55	58	57	31	38
GSTTP1	0	0	0	0	0	0
LOC391322	3	5	4	4	7	5
GSTT1-AS1	3	2	4	1	4	5
GSTT1	57	98	103	94	99	92
GSTTP2	0	0	0	0	0	0
CABIN1	292	587	424	342	354	324
SUSD2	134	1286	1040	152	109	131
GGT5	170	757	582	286	274	187
POM121L9P	24	129	92	54	48	36
SPECC1L	67	130	99	87	65	75
SPECC1L-ADORA2A	0	0	0	0	0	0
ADORA2A	0	2	2	2	3	2
ADORA2A-AS1	8	10	14	17	8	9
UPB1	0	1	1	0	2	0
GUCD1	215	374	297	224	191	185
SNRPD3	317	528	397	326	288	332
GGT1	2	10	7	5	2	4
LRRC75B	7	22	17	17	20	16
BCRP3	2	2	5	4	3	1
POM121L10P	3	3	2	6	6	1
PIWIL3	0	0	0	0	0	0
TOP1P2	10	1	2	5	10	7
SGSM1	0	2	0	3	0	0
TMEM211	0	1	0	0	0	0
KIAA1671	276	426	290	224	182	204
LOC100128531	0	1	0	1	0	0
CRYBB3	0	0	3	1	1	3
CRYBB2	0	3	3	2	1	1
IGLL3P	0	0	0	0	0	0
LRP5L	6	27	18	8	10	18
CRYBB2P1	15	27	33	18	19	26
MIR6817	0	0	0	0	0	0
GRK3	56	98	87	83	57	63
MYO18B	1	2	1	0	1	4
SEZ6L	1	0	0	0	0	0
ASPHD2	14	10	7	3	7	8
HPS4	197	283	227	202	180	186
SRRD	36	39	32	23	26	23
TFIP11	82	129	112	96	70	89
TPST2	56	56	55	20	53	27
MIR548J	0	0	0	0	0	0
CRYBB1	0	0	0	0	0	0
CRYBA4	0	0	0	0	0	0
MIAT	1	1	4	4	4	5
MIATNB	3	3	3	3	0	5
LINC01422	0	0	1	1	0	2
LOC284898	0	1	1	0	1	0
LOC105372977	0	2	1	1	0	2
LOC100507657	1	2	3	5	9	5
MN1	206	313	242	308	272	212
PITPNB	356	532	410	326	215	275
TTC28-AS1	39	103	95	70	55	58
MIR3199-1	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0
TTC28	350	1071	725	622	548	557
MIR5739	0	0	0	0	0	0
CHEK2	46	85	68	34	29	31
HSCB	25	31	32	28	17	20
CCDC117	110	208	133	96	115	97
XBP1	553	838	790	383	377	371
STEAP2	37	9	18	13	3	8
ZNRF3-AS1	1	1	0	0	0	0
C22orf31	0	0	0	0	0	0
KREMEN1	97	153	156	83	79	72
EMID1	27	34	34	39	30	27
EWSR1	1474	1595	1526	1297	1416	1387
GAS2L1	151	320	275	155	148	166
RASL10A	7	19	16	14	18	12
AP1B1	383	488	437	302	256	292
MIR3653	0	0	0	0	0	0
SNORD125	0	0	0	0	0	0
RFPL1S	1	0	0	1	0	0
RFPL1	1	0	0	0	2	0
NEFH	1	0	0	1	0	0
THOC5	107	127	111	80	79	79
NIPSNAP1	199	382	311	261	210	211
NF2	62	30	34	34	47	51
CABP7	11	17	17	18	20	23
ZMAT5	41	44	44	42	49	52
UQCR10	113	224	174	154	160	162
ASCC2	192	258	230	202	188	175
MTMR3	244	328	283	297	299	296
MIR6818	0	0	0	0	0	0
HORMAD2-AS1	7	12	13	8	11	9
LIF	608	1348	1000	390	327	393
OSM	0	0	1	0	1	1
GATSL3	27	67	59	44	62	40
TBC1D10A	73	161	123	101	97	117
SF3A1	644	890	796	556	549	482
CCDC157	40	72	64	52	41	33
KIAA1656	12	19	13	21	21	19
RNF215	62	112	86	75	68	61
SEC14L2	47	85	89	50	36	36
MTFP1	39	78	71	25	20	22
SEC14L3	0	0	0	1	2	0
SDC4P	0	0	0	0	0	0
SEC14L4	0	1	3	1	0	1
SEC14L6	0	0	0	1	0	0
GAL3ST1	180	333	258	144	126	135
PES1	213	318	239	179	174	171
TCN2	2	0	0	0	1	0
SLC35E4	49	90	67	53	53	51
DUSP18	25	70	24	38	34	28
OSBP2	39	56	55	39	46	43
MIR3200	0	0	0	0	0	0
MORC2-AS1	20	12	10	14	4	6
MORC2	224	330	241	218	151	184
TUG1	580	903	842	812	704	632
SMTN	135	127	116	75	83	121
SELM	20	43	39	11	21	13
INPP5J	18	28	18	28	30	23
PLA2G3	1	8	10	1	0	0
MIR3928	0	0	0	0	0	0
RNF185	144	219	212	135	134	135
LIMK2	126	143	153	104	90	77
PIK3IP1	29	20	41	74	101	44
PATZ1	109	181	133	152	142	124
PIK3IP1-AS1	1	0	0	2	2	0
LINC01521	7	19	16	14	13	14
DRG1	183	264	205	175	165	177
EIF4ENIF1	106	160	162	113	98	116
SFI1	42	71	57	45	36	40
PISD	146	216	164	134	121	120
MIR7109	0	0	0	0	0	0
PRR14L	142	188	133	131	102	96
DEPDC5	62	59	63	82	69	63
C22orf24	1	0	0	1	1	1
YWHAH	1034	858	872	638	809	652
SLC5A1	0	1	0	0	0	0
AP1B1P1	0	0	0	0	0	0
C22orf42	0	0	1	0	0	0
RFPL2	0	0	2	0	0	0
SLC5A4	2	1	1	1	2	0
RFPL3	0	2	0	0	3	4
RFPL3S	2	2	2	1	4	1
LOC339666	2	2	2	2	1	1
RTCB	401	392	446	416	397	349
BPIFC	36	14	10	2	3	3
FBXO7	214	385	298	201	197	193
SYN3	0	0	1	0	2	0
TIMP3	1071	2240	1567	934	783	878
LOC105373006	0	0	0	0	0	0
LARGE1	63	120	95	94	72	65
MIR4764	0	0	0	0	0	0
LARGE-AS1	1	0	1	0	0	0
ISX	0	0	0	0	0	0
LINC01399	0	1	0	0	0	0
HMGXB4	167	164	150	123	102	129
TOM1	154	254	260	137	115	113
MIR3909	0	0	0	0	0	0
MIR6069	0	0	0	0	0	0
HMOX1	458	76	40	40	34	11
MCM5	144	207	148	112	89	106
RASD2	6	14	12	11	5	8
MB	2	0	1	2	2	0
APOL6	179	314	237	205	157	122
APOL5	0	0	0	0	0	0
RBFOX2	852	1412	1111	815	717	685
APOL3	35	42	45	58	53	29
APOL4	0	0	1	0	0	0
APOL2	236	414	321	217	182	172
APOL1	381	802	648	362	299	234
MMP13	17	2	5	2	1	0
MIR6819	0	0	0	0	0	0
TXN2	110	234	146	198	170	162
FOXRED2	64	78	50	69	47	51
EIF3D	569	806	679	561	539	566
CACNG2	0	0	0	0	0	0
LOC105373021	0	2	2	0	0	0
IFT27	25	63	43	57	38	41
PVALB	0	0	0	0	0	1
NCF4	6	4	9	3	10	4
CSF2RB	4	4	5	9	17	12
LL22NC01-81G9.3	0	0	0	0	0	0
TEX33	0	0	0	0	0	0
TST	53	96	94	108	83	97
MPST	77	176	156	118	99	99
KCTD17	66	97	67	61	74	65
TMPRSS6	2	7	9	6	5	8
IL2RB	2	9	3	4	9	5
C1QTNF6	109	173	145	129	130	96
SSTR3	0	0	0	0	0	0
RAC2	141	189	209	151	157	117
CYTH4	2	1	2	5	6	5
ELFN2	90	179	100	143	166	116
LOC100506271	1	1	0	2	0	0
MFNG	8	13	18	17	9	21
CARD10	100	212	144	185	164	165
CDC42EP1	561	1036	789	704	746	658
LGALS2	7	13	9	8	13	14
GGA1	124	162	111	160	132	117
SH3BP1	20	21	20	27	26	20
LOC101927051	19	8	14	15	16	9
PDXP	7	33	36	18	14	12
LGALS1	2194	4645	3815	2257	2030	2186
NOL12	37	74	61	52	48	53
TRIOBP	274	632	447	373	350	315
H1F0	351	519	565	267	328	276
GCAT	29	34	25	23	15	17
GALR3	1	2	2	1	5	1
ANKRD54	53	111	74	64	62	62
MIR658	0	0	0	0	0	0
MIR659	0	1	1	1	0	0
EIF3L	849	1494	1176	1194	1024	1040
MICALL1	550	1039	778	292	284	260
C22orf23	144	245	175	93	86	81
POLR2F	58	84	76	62	63	47
MIR6820	0	0	0	0	0	0
SOX10	0	2	8	51	23	64
MIR4534	0	0	0	0	0	0
PICK1	76	132	117	124	112	131
SLC16A8	6	26	20	20	29	37
BAIAP2L2	22	29	28	27	19	22
PLA2G6	48	84	44	121	114	77
MAFF	77	177	161	32	44	31
TMEM184B	517	813	711	417	453	369
SNORA92	0	1	2	1	2	4
CSNK1E	1	0	0	1	1	1
LOC400927-CSNK1E	2	1	2	1	0	0
LOC400927	0	0	0	1	0	0
KCNJ4	4	14	2	14	6	13
KDELR3	196	388	367	172	133	190
DDX17	1268	2016	1544	1417	1292	1282
DMC1	2	1	0	1	0	1
LOC105373031	0	0	0	0	0	0
FAM227A	39	44	29	46	49	45
CBY1	45	88	61	76	62	51
TOMM22	138	254	169	168	134	136
JOSD1	319	546	425	364	324	280
GTPBP1	141	222	221	171	158	176
SUN2	409	876	646	467	443	450
DNAL4	33	60	52	55	49	47
NPTXR	57	138	84	71	69	65
CBX6	255	356	292	361	314	269
APOBEC3A	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0
APOBEC3B	15	8	8	17	22	16
APOBEC3B-AS1	2	5	3	8	8	6
APOBEC3C	97	182	125	151	165	149
APOBEC3D	19	29	35	21	30	18
APOBEC3F	30	52	28	44	43	26
APOBEC3G	5	9	10	19	11	9
APOBEC3H	0	4	0	0	4	0
CBX7	54	122	101	119	132	126
PDGFB	143	223	146	100	131	99
RPL3	4792	8228	6890	6248	5415	5411
SNORD83B	1	4	0	1	0	0
SNORD83A	2	1	1	1	0	0
SNORD139	2	5	4	2	2	1
SNORD43	0	0	1	0	1	1
SYNGR1	37	88	57	89	97	58
LOC100506472	5	11	7	11	17	17
MGAT3	20	47	37	53	37	50
MGAT3-AS1	0	0	0	2	0	1
MIEF1	133	265	194	167	148	132
ATF4	804	1636	1432	924	854	919
RPS19BP1	58	115	67	59	62	63
CACNA1I	2	0	0	1	2	3
ENTHD1	0	0	1	0	0	0
GRAP2	1	0	1	0	0	0
FAM83F	0	0	0	0	0	0
LOC100130899	0	0	0	0	0	0
TNRC6B	205	239	213	221	228	250
ADSL	173	256	213	162	138	191
CT45A10	0	0	0	0	0	0
MYT1L	0	0	0	0	0	1
MKL1	527	902	784	654	569	505
LOC101927257	0	1	2	0	1	1
MCHR1	0	0	0	0	0	1
SLC25A17	89	170	128	99	75	69
MIR4766	0	0	0	0	0	0
ST13	1297	2001	1608	1545	1336	1253
XPNPEP3	74	130	77	90	88	72
DNAJB7	15	14	19	13	13	10
RBX1	121	197	165	128	115	143
SNORD140	0	0	0	0	1	0
MIR1281	0	2	1	1	0	0
EP300	600	775	709	582	603	507
EP300-AS1	2	8	3	7	6	3
L3MBTL2	100	118	75	87	68	68
CHADL	3	19	9	10	10	11
RANGAP1	344	551	447	254	246	247
MIR6889	0	0	0	0	0	0
ZC3H7B	675	991	746	763	725	732
TEF	81	130	111	185	219	180
TOB2	206	348	268	268	214	239
PHF5A	82	139	89	66	53	70
ACO2	435	551	499	421	416	547
POLR3H	382	461	388	368	346	433
LOC105373044	0	0	0	0	1	0
CSDC2	18	25	19	24	27	22
PMM1	76	114	78	64	92	60
DESI1	151	286	241	161	142	141
XRCC6	819	1234	992	768	619	729
SNU13	336	523	428	327	306	299
C22orf46	98	177	142	116	106	128
MEI1	2	2	1	3	2	4
CCDC134	4	13	15	8	4	8
SREBF2	549	2124	1600	363	297	345
MIR33A	0	0	0	0	0	0
SHISA8	4	15	8	4	5	6
MIR378I	1	1	0	0	0	0
TNFRSF13C	1	1	0	2	0	3
CENPM	18	22	16	16	8	20
LINC00634	0	0	1	0	0	0
SEPT3	19	43	36	26	36	45
WBP2NL	0	0	0	0	0	0
NAGA	14	19	15	22	18	28
FAM109B	0	0	0	0	0	0
SMDT1	124	79	98	100	135	130
NDUFA6	148	185	169	159	180	222
NDUFA6-AS1	2	5	2	5	7	9
CYP2D6	0	0	0	0	0	0
LOC101929829	0	0	0	0	0	0
CYP2D7	5	8	6	4	3	5
SNAPC4	132	207	168	150	152	138
OGFRP1	0	0	1	1	0	1
LINC01315	1	4	1	4	3	4
NFAM1	1	1	4	6	5	3
SERHL	23	42	30	30	24	27
RRP7A	125	248	162	157	148	154
SERHL2	11	19	16	20	28	10
RRP7BP	12	36	20	28	37	29
POLDIP3	222	371	322	244	231	223
RNU12	0	0	0	0	1	0
CYB5R3	909	2032	1721	751	756	805
ATP5L2	0	1	0	0	0	0
A4GALT	33	101	79	21	18	21
ARFGAP3	184	287	256	129	134	110
PACSIN2	405	685	493	443	391	385
LOC100506679	1	4	8	2	3	4
TTLL1	12	15	19	16	16	14
BIK	11	23	11	6	4	6
MCAT	31	45	33	43	29	41
TSPO	171	420	320	218	254	238
TTLL12	166	230	176	146	117	130
SCUBE1	4	12	11	8	16	9
LOC105373051	0	0	0	0	0	0
LOC101927447	0	0	0	0	0	0
MPPED1	0	0	0	0	0	0
EFCAB6-AS1	0	1	0	0	0	0
EFCAB6	9	3	2	8	3	3
SULT4A1	0	0	0	0	0	0
PNPLA5	0	0	0	0	0	0
PNPLA3	2	9	9	0	0	1
SAMM50	79	131	90	67	63	85
PARVB	50	99	63	47	41	40
PARVG	1	0	0	0	0	0
KIAA1644	46	79	60	33	40	41
LOC101927526	0	0	0	2	1	0
LDOC1L	175	391	243	246	206	188
LINC00207	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0
PRR5	23	36	29	31	35	27
PRR5-ARHGAP8	0	0	0	0	0	0
ARHGAP8	0	0	0	0	0	0
PHF21B	0	1	0	1	1	0
NUP50-AS1	10	20	14	4	13	8
NUP50	222	320	285	183	162	194
KIAA0930	458	907	733	476	486	404
MIR1249	1	3	0	1	2	0
UPK3A	0	0	0	0	0	0
FAM118A	56	95	64	55	61	50
SMC1B	1	0	0	1	0	1
RIBC2	0	0	0	0	0	0
FBLN1	812	700	701	739	736	553
LINC01589	1	0	2	0	2	0
ATXN10	445	836	679	675	492	579
MIR4762	0	0	0	0	0	0
WNT7B	158	306	222	166	133	146
LOC730668	0	4	1	3	3	5
LINC00899	0	1	0	0	1	0
PRR34	6	9	15	12	4	3
PRR34-AS1	5	11	3	4	3	4
MIRLET7BHG	21	62	60	27	20	20
MIR3619	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0
MIR4763	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0
PPARA	66	139	96	81	72	62
CDPF1	20	34	25	33	31	33
PKDREJ	0	2	1	1	3	1
TTC38	42	78	44	54	49	41
GTSE1-AS1	0	1	3	0	1	1
GTSE1	129	181	117	50	62	74
TRMU	58	86	68	71	66	67
CELSR1	467	849	688	450	404	421
GRAMD4	76	139	132	69	78	87
CERK	255	486	358	397	315	331
TBC1D22A	166	255	224	210	186	160
TBC1D22A-AS1	2	0	0	1	0	0
LL22NC03-75H12.2	0	0	0	0	0	0
LINC00898	0	0	0	0	0	0
LOC284930	0	0	0	0	0	0
MIR3201	0	0	0	0	0	0
FAM19A5	10	10	7	4	4	8
LOC284933	0	0	0	0	0	0
MIR4535	0	0	0	0	0	0
LINC01310	0	0	0	0	0	0
C22orf34	0	0	0	0	0	0
MIR3667	0	0	0	0	0	0
BRD1	129	213	180	160	168	133
ZBED4	127	189	128	78	68	94
ALG12	61	110	62	67	60	58
CRELD2	96	159	119	56	61	67
PIM3	108	320	232	159	138	113
MIR6821	0	0	0	0	0	0
IL17REL	0	2	1	2	2	1
MLC1	2	3	1	0	1	0
MOV10L1	0	1	1	0	1	0
PANX2	83	166	149	97	113	55
TRABD	162	262	215	153	135	152
SELO	39	105	83	60	59	64
TUBGCP6	133	230	185	168	192	157
HDAC10	111	291	215	234	201	232
MAPK12	82	172	132	113	96	125
MAPK11	83	163	122	112	79	89
PLXNB2	2113	3535	2823	2448	2418	2132
DENND6B	39	70	68	64	72	68
PPP6R2	202	363	278	265	218	239
SBF1	330	605	448	424	418	375
ADM2	32	73	47	16	32	17
MIOX	0	1	2	0	2	1
LMF2	282	436	405	296	260	275
NCAPH2	108	176	149	105	65	95
SCO2	37	57	71	31	53	34
TYMP	47	79	118	37	27	26
ODF3B	44	83	102	64	75	62
KLHDC7B	10	3	8	7	3	4
SYCE3	1	0	0	0	2	0
CPT1B	1	11	5	3	5	2
CHKB-CPT1B	0	0	0	0	0	0
CHKB	0	0	0	0	1	0
CHKB-AS1	5	3	1	8	5	4
MAPK8IP2	41	58	47	57	46	44
ARSA	76	118	90	89	104	84
SHANK3	122	182	118	123	135	124
LOC105373100	0	0	0	1	0	0
ACR	2	1	2	1	2	4
RPL23AP82	25	37	23	21	21	23
RABL2B	105	126	123	144	105	114
LOC102723448	0	0	0	0	0	0
CHL1	6	3	11	2	0	3
CHL1-AS1	2	0	0	0	0	0
LINC01266	0	0	0	0	0	0
CNTN6	0	0	0	0	0	0
CNTN4	0	0	0	0	0	0
CNTN4-AS2	0	0	0	0	0	0
CNTN4-AS1	0	0	1	0	0	0
IL5RA	0	0	0	0	0	0
TRNT1	76	118	114	95	68	86
CRBN	143	271	194	210	221	210
LRRN1	79	235	186	122	139	100
SETMAR	65	91	62	121	119	88
SUMF1	217	311	260	307	293	259
ITPR1-AS1	1	5	7	10	9	5
ITPR1	105	129	132	143	135	148
EGOT	3	4	2	1	0	1
BHLHE40-AS1	55	177	186	29	39	32
BHLHE40	1296	3360	4091	454	534	479
ARL8B	558	810	586	491	454	452
EDEM1	505	754	635	332	286	273
MIR4790	0	0	0	0	0	0
GRM7-AS3	0	0	0	0	0	0
GRM7	0	0	0	0	0	0
GRM7-AS2	0	0	0	0	0	0
GRM7-AS1	0	0	0	0	0	0
LOC101927394	0	0	0	0	0	0
LMCD1-AS1	0	0	1	0	0	0
LMCD1	10	23	20	4	6	11
LINC00312	1	6	1	0	1	1
SSUH2	9	19	12	6	9	11
CAV3	1	3	3	2	2	24
OXTR	1261	2272	1613	876	781	1006
RAD18	371	599	434	279	239	287
SRGAP3	63	30	18	36	32	40
LOC101927416	0	0	0	0	0	0
SRGAP3-AS3	0	0	0	0	0	0
THUMPD3	235	374	262	248	233	211
THUMPD3-AS1	72	174	110	109	100	101
SETD5	1378	1924	1499	1504	1411	1333
LHFPL4	1	0	0	1	1	1
MTMR14	159	270	217	185	188	191
CPNE9	1	2	2	3	4	3
BRPF1	306	302	297	279	290	261
OGG1	78	136	110	121	97	98
CAMK1	277	280	266	298	318	316
TADA3	429	908	763	640	586	531
ARPC4	317	505	388	321	310	268
ARPC4-TTLL3	0	0	0	0	0	0
TTLL3	42	90	82	117	118	98
RPUSD3	100	142	110	88	79	76
CIDEC	0	0	0	0	0	0
JAGN1	186	273	268	210	217	181
IL17RE	8	8	12	17	6	6
IL17RC	123	214	190	193	198	161
CRELD1	215	427	338	321	281	253
PRRT3	46	88	69	85	77	71
PRRT3-AS1	4	7	1	2	6	4
EMC3	420	558	538	377	432	404
EMC3-AS1	35	66	46	50	34	33
LOC401052	10	9	8	7	12	6
CIDECP	46	83	59	58	36	45
FANCD2	176	216	168	157	127	130
FANCD2OS	16	19	12	13	8	17
BRK1	393	575	451	476	438	392
VHL	301	646	465	390	349	314
IRAK2	71	66	99	33	30	38
TATDN2	282	470	385	285	285	274
GHRLOS	5	10	10	7	4	6
LINC00852	3	5	4	2	6	0
GHRL	3	3	3	0	3	0
SEC13	611	921	853	484	452	481
ATP2B2	0	1	1	0	4	3
MIR378B	0	0	0	0	0	0
MIR885	0	0	0	0	0	0
ATP2B2-IT2	0	0	0	0	0	0
LINC00606	0	0	0	0	0	0
SLC6A11	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0
SLC6A1-AS1	0	0	0	0	0	0
HRH1	283	464	454	230	210	253
ATG7	492	789	680	598	509	463
VGLL4	673	1191	1126	744	741	649
TAMM41	56	95	53	77	64	68
SYN2	3	3	3	4	0	1
TIMP4	4	12	9	5	2	5
PPARG	40	61	54	89	161	63
TSEN2	55	101	70	73	65	77
MKRN2OS	1	2	1	4	6	0
MKRN2	227	396	294	256	217	218
RAF1	632	990	785	674	633	657
TMEM40	105	116	123	14	21	14
CAND2	45	55	37	47	36	32
RPL32	4488	6193	6150	5513	5153	5077
SNORA7A	0	0	0	0	0	0
LOC105376955	0	0	0	0	0	1
IQSEC1	346	576	456	468	432	391
NUP210	711	978	700	486	347	423
HDAC11-AS1	0	0	0	0	0	3
HDAC11	40	55	61	46	62	57
FBLN2	112	46	65	32	49	44
SNORA93	0	0	0	0	0	0
LINC00620	0	0	0	0	1	0
WNT7A	5	7	13	1	0	0
FGD5P1	0	0	0	0	0	0
TPRXL	0	0	0	0	0	0
CHCHD4	64	130	89	85	58	68
TMEM43	1189	2204	1829	1323	1015	1106
XPC	415	687	538	580	496	482
LSM3	230	355	253	231	172	228
LINC01267	0	0	0	0	0	0
SLC6A6	346	456	426	235	348	207
GRIP2	32	135	160	50	46	59
CCDC174	109	182	172	163	144	149
C3orf20	0	0	1	0	1	1
LOC152274	0	0	0	0	0	0
FGD5	1	0	1	1	3	1
FGD5-AS1	944	1634	1230	1119	975	1010
NR2C2	496	794	584	632	552	527
MRPS25	307	550	438	513	422	429
RBSN	224	410	282	287	268	252
COL6A4P1	0	0	0	0	0	0
CAPN7	300	422	336	287	287	286
SH3BP5-AS1	588	1017	902	894	831	631
SH3BP5	725	1163	1034	974	948	733
METTL6	67	129	96	82	78	64
EAF1	277	368	306	257	165	162
COLQ	17	33	33	56	43	38
MIR4270	0	0	0	0	0	0
HACL1	71	107	106	69	62	82
BTD	103	170	132	117	85	84
ANKRD28	511	601	609	430	358	458
MIR3134	0	0	0	0	0	0
MIR563	0	0	0	0	0	0
GALNT15	0	2	1	0	1	0
DPH3	123	248	192	112	91	132
OXNAD1	30	50	44	28	26	42
RFTN1	242	350	336	337	292	216
LINC00690	0	0	0	0	0	0
DAZL	0	0	0	0	0	0
PLCL2	36	25	27	34	32	46
MIR3714	0	0	0	0	0	0
TBC1D5	467	786	538	637	489	558
LOC105376975	0	0	0	0	0	0
LOC339862	0	0	0	0	0	0
SATB1	29	35	21	49	61	41
SATB1-AS1	0	0	0	0	1	0
KCNH8	0	0	1	0	1	0
MIR4791	0	0	0	0	0	0
EFHB	3	3	4	7	2	2
RAB5A	504	756	690	551	494	474
PP2D1	81	140	138	92	101	75
KAT2B	254	568	421	367	313	328
MIR3135A	0	0	0	0	0	0
SGO1	70	108	58	39	33	54
SGO1-AS1	24	40	25	11	14	9
LOC101927829	0	4	1	0	0	0
VENTXP7	0	0	0	0	0	0
ZNF385D	0	0	0	0	0	1
ZNF385D-AS1	0	0	0	0	0	0
ZNF385D-AS2	0	0	0	0	0	0
UBE2E2-AS1	0	0	0	0	0	0
UBE2E2	175	267	232	212	196	193
MIR548AC	0	0	0	1	0	0
UBE2E1-AS1	1	0	0	2	0	0
UBE2E1	331	586	511	422	384	333
NKIRAS1	18	45	22	17	16	19
RPL15	5996	9771	8295	8020	6930	6851
NR1D2	274	319	299	333	365	216
LINC00691	0	0	0	0	0	0
THRB	16	33	32	14	18	9
LOC101927854	0	0	1	0	0	0
THRB-AS1	0	0	0	0	0	0
MIR4792	0	0	0	0	0	0
RARB	11	12	15	16	11	15
LOC105376997	0	0	0	0	0	0
TOP2B	904	960	964	899	782	899
MIR4442	1	1	0	3	1	0
NGLY1	229	373	297	225	180	215
OXSM	43	72	51	40	41	47
LINC00692	0	0	0	0	0	0
LRRC3B	1	0	1	1	2	1
NEK10	0	0	1	0	3	1
SLC4A7	111	201	169	109	92	101
EOMES	1	8	28	4	8	2
LOC100996624	0	0	0	0	0	0
CMC1	19	56	36	23	26	32
AZI2	195	324	234	220	166	185
ZCWPW2	6	7	6	5	5	2
LINC00693	0	0	0	1	0	0
RBMS3-AS3	2	5	2	0	1	3
RBMS3	185	269	227	220	183	168
RBMS3-AS1	0	0	0	0	0	0
TGFBR2	753	1445	1061	1018	749	912
GADL1	0	0	0	0	0	1
MIR466	0	0	0	0	0	0
STT3B	1822	2359	1849	1610	1406	1463
OSBPL10	41	85	75	81	76	61
OSBPL10-AS1	0	0	0	0	0	0
